Restaurants and Other Eating Places,296
Lessors of Real Estate,143
"Museums, Historical Sites, and Similar Institutions",113
Grocery Stores,91
Elementary and Secondary Schools,86
Other Amusement and Recreation Industries,67
Gasoline Stations,67
Health and Personal Care Stores,44
Child Day Care Services,42
"General Merchandise Stores, including Warehouse Clubs and Supercenters",39
Traveler Accommodation,31
Depository Credit Intermediation,28
Other Miscellaneous Store Retailers,25
Offices of Physicians,22
"Sporting Goods, Hobby, and Musical Instrument Stores",21
Building Material and Supplies Dealers,21
Department Stores,17
Used Merchandise Stores,14
Automotive Repair and Maintenance,13
Offices of Other Health Practitioners,12
Religious Organizations,11
Clothing Stores,11
Automobile Dealers,10
General Medical and Surgical Hospitals,10
Specialty Food Stores,9
Electronics and Appliance Stores,9
Home Health Care Services,8
"Colleges, Universities, and Professional Schools",7
Services to Buildings and Dwellings,7
Personal Care Services,7
Florists,6
Amusement Parks and Arcades,6
"Automotive Parts, Accessories, and Tire Stores",6
Wired and Wireless Telecommunications Carriers,5
"Office Supplies, Stationery, and Gift Stores",5
Book Stores and News Dealers,5
Bakeries and Tortilla Manufacturing,5
Support Activities for Road Transportation,4
Spectator Sports,4
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,4
Support Activities for Air Transportation,4
Furniture Stores,4
"Other Professional, Scientific, and Technical Services",4
"Beer, Wine, and Liquor Stores",4
Other Personal Services,4
Outpatient Care Centers,4
Other Schools and Instruction,4
Home Furnishings Stores,3
Other Motor Vehicle Dealers,3
Motion Picture and Video Industries,3
Automotive Equipment Rental and Leasing,3
Building Equipment Contractors,3
"Jewelry, Luggage, and Leather Goods Stores",3
Printing and Related Support Activities,3
"Justice, Public Order, and Safety Activities",3
Other Financial Investment Activities,2
Drinking Places (Alcoholic Beverages),2
Offices of Dentists,2
Junior Colleges,2
Technical and Trade Schools,2
"Executive, Legislative, and Other General Government Support",2
Lumber and Other Construction Materials Merchant Wholesalers,2
"Agencies, Brokerages, and Other Insurance Related Activities",2
Individual and Family Services,2
Nondepository Credit Intermediation,2
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",2
nan,1
Medical and Diagnostic Laboratories,1
"Electric Power Generation, Transmission and Distribution",1
Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,1
nan,1
Other Miscellaneous Manufacturing,1
RV (Recreational Vehicle) Parks and Recreational Camps,1
Waste Treatment and Disposal,1
Gambling Industries,1
Other Information Services,1
Direct Selling Establishments,1
Postal Service,1
nan,1
nan,1
Beverage Manufacturing,1
Drugs and Druggists' Sundries Merchant Wholesalers,1
Chemical and Allied Products Merchant Wholesalers,1
